n,wr,pf,total,avg,sharpe,n1,wr1,sh1,n2,wr2,sh2,signals,vehicle,side,passed
39,56.4,0.96,-5.1,-0.13,-0.32,19,68.4,3.99,20,45.0,-4.4,g60_22_0945,trail_6_3,PE,False
53,54.7,0.95,-9.8,-0.18,-0.35,28,50.0,-2.21,25,60.0,1.07,g58_x_1015,trail_8_5,PE,False
55,43.6,0.95,-12.3,-0.22,-0.36,29,31.0,-2.5,26,57.7,1.73,g50_30_1015,mtm_16_8,PE,False
55,43.6,0.95,-12.3,-0.22,-0.36,29,31.0,-2.5,26,57.7,1.73,g50_35_1015,mtm_16_8,PE,False
57,47.4,0.95,-11.9,-0.21,-0.37,30,40.0,-1.07,27,55.6,0.34,g55_x_1015,mtm_12_8,PE,False
57,45.6,0.94,-14.6,-0.26,-0.38,30,36.7,-1.77,27,55.6,0.76,g55_x_1015,mtm_20_10,PE,False
53,45.3,0.94,-13.6,-0.26,-0.38,28,35.7,-1.88,25,56.0,0.88,g58_x_1015,mtm_20_10,PE,False
47,46.8,0.94,-10.6,-0.23,-0.4,24,58.3,4.98,23,34.8,-7.19,g50_22_0945,mtm_12_8,PE,False
34,55.9,0.94,-5.8,-0.17,-0.41,16,68.8,3.95,18,44.4,-4.09,g62_18_0945,trail_6_3,PE,False
38,55.3,0.94,-6.6,-0.17,-0.41,19,68.4,3.99,19,42.1,-4.73,g62_22_0945,trail_6_3,PE,False
34,55.9,0.94,-5.8,-0.17,-0.41,16,68.8,3.95,18,44.4,-4.09,g65_18_0945,trail_6_3,PE,False
38,55.3,0.94,-6.6,-0.17,-0.41,19,68.4,3.99,19,42.1,-4.73,g65_22_0945,trail_6_3,PE,False
51,45.1,0.91,-26.6,-0.52,-0.42,26,42.3,1.09,25,48.0,-3.64,g50_30_0945,hold,PE,False
51,45.1,0.91,-26.6,-0.52,-0.42,26,42.3,1.09,25,48.0,-3.64,g50_35_0945,hold,PE,False
43,58.1,0.94,-7.5,-0.17,-0.44,21,71.4,4.15,22,45.5,-4.51,g50_18_0945,trail_6_3,PE,False
47,57.4,0.94,-8.3,-0.18,-0.44,24,70.8,4.15,23,43.5,-5.04,g50_22_0945,trail_6_3,PE,False
50,46.0,0.94,-13.2,-0.26,-0.46,25,56.0,4.15,25,36.0,-5.61,g50_25_0945,mtm_12_8,PE,False
50,46.0,0.94,-13.2,-0.26,-0.46,25,56.0,4.15,25,36.0,-5.61,g50_28_0945,mtm_12_8,PE,False
49,44.9,0.93,-14.8,-0.3,-0.46,25,32.0,-3.36,24,58.3,1.59,g55_22_1015,mtm_20_10,PE,False
45,44.4,0.93,-13.9,-0.31,-0.46,23,30.4,-3.57,22,59.1,1.8,g58_22_1015,mtm_20_10,PE,False
47,55.3,0.94,-12.5,-0.26,-0.47,23,65.2,3.91,24,45.8,-4.57,g55_25_0945,trail_10_4,PE,False
47,55.3,0.94,-12.5,-0.26,-0.47,23,65.2,3.91,24,45.8,-4.57,g55_28_0945,trail_10_4,PE,False
55,43.6,0.93,-17.8,-0.32,-0.48,29,31.0,-2.7,26,57.7,1.41,g50_30_1015,mtm_20_10,PE,False
55,43.6,0.93,-17.8,-0.32,-0.48,29,31.0,-2.7,26,57.7,1.41,g50_35_1015,mtm_20_10,PE,False
44,56.8,0.93,-8.7,-0.2,-0.49,22,68.2,3.36,22,45.5,-4.32,g55_22_0945,trail_6_3,PE,False
46,52.2,0.93,-13.6,-0.29,-0.49,22,45.5,-0.62,24,58.3,-0.38,g60_25_1015,trail_10_4,PE,False
46,52.2,0.93,-13.6,-0.29,-0.49,22,45.5,-0.62,24,58.3,-0.38,g60_28_1015,trail_10_4,PE,False
40,57.5,0.93,-8.0,-0.2,-0.5,19,68.4,3.22,21,47.6,-3.74,g55_18_0945,trail_6_3,PE,False
55,54.5,0.93,-14.9,-0.27,-0.5,29,48.3,-3.11,26,61.5,1.45,g50_30_1015,trail_8_5,PE,False
55,54.5,0.93,-14.9,-0.27,-0.5,29,48.3,-3.11,26,61.5,1.45,g50_35_1015,trail_8_5,PE,False
53,54.7,0.93,-14.5,-0.27,-0.5,27,48.1,-3.21,26,61.5,1.45,g55_30_1015,trail_8_5,PE,False
53,54.7,0.93,-14.5,-0.27,-0.5,27,48.1,-3.21,26,61.5,1.45,g55_35_1015,trail_8_5,PE,False
59,44.1,0.93,-18.2,-0.31,-0.51,32,34.4,-2.22,27,55.6,1.2,g50_x_1015,mtm_16_8,PE,False
45,51.1,0.93,-14.2,-0.31,-0.52,22,45.5,-0.62,23,56.5,-0.43,g62_25_1015,trail_10_4,PE,False
45,51.1,0.93,-14.2,-0.31,-0.52,22,45.5,-0.62,23,56.5,-0.43,g62_28_1015,trail_10_4,PE,False
45,51.1,0.93,-14.2,-0.31,-0.52,22,45.5,-0.62,23,56.5,-0.43,g65_25_1015,trail_10_4,PE,False
45,51.1,0.93,-14.2,-0.31,-0.52,22,45.5,-0.62,23,56.5,-0.43,g65_28_1015,trail_10_4,PE,False
42,54.8,0.93,-9.6,-0.23,-0.53,20,65.0,2.98,22,45.5,-3.51,g58_25_0945,trail_6_3,PE,False
42,54.8,0.93,-9.6,-0.23,-0.53,20,65.0,2.98,22,45.5,-3.51,g58_28_0945,trail_6_3,PE,False
42,54.8,0.93,-9.6,-0.23,-0.53,20,65.0,2.98,22,45.5,-3.51,g60_25_0945,trail_6_3,PE,False
42,54.8,0.93,-9.6,-0.23,-0.53,20,65.0,2.98,22,45.5,-3.51,g60_28_0945,trail_6_3,PE,False
59,54.2,0.92,-16.9,-0.29,-0.54,32,50.0,-2.42,27,59.3,0.9,g50_x_1015,trail_8_5,PE,False
57,54.4,0.92,-16.5,-0.29,-0.54,30,50.0,-2.49,27,59.3,0.9,g55_x_1015,trail_8_5,PE,False
55,45.5,0.92,-17.7,-0.32,-0.56,29,34.5,-1.96,26,57.7,0.89,g50_30_1015,mtm_12_8,PE,False
55,45.5,0.92,-17.7,-0.32,-0.56,29,34.5,-1.96,26,57.7,0.89,g50_35_1015,mtm_12_8,PE,False
50,56.0,0.92,-16.1,-0.32,-0.57,25,68.0,4.29,25,44.0,-5.17,g50_25_0945,trail_10_4,PE,False
50,56.0,0.92,-16.1,-0.32,-0.57,25,68.0,4.29,25,44.0,-5.17,g50_28_0945,trail_10_4,PE,False
55,50.9,0.92,-19.1,-0.35,-0.59,29,44.8,-0.73,26,57.7,-0.45,g50_30_1015,trail_10_4,PE,False
55,50.9,0.92,-19.1,-0.35,-0.59,29,44.8,-0.73,26,57.7,-0.45,g50_35_1015,trail_10_4,PE,False
50,56.0,0.92,-12.8,-0.26,-0.61,25,68.0,3.29,25,44.0,-4.14,g50_25_0945,trail_6_3,PE,False
50,56.0,0.92,-12.8,-0.26,-0.61,25,68.0,3.29,25,44.0,-4.14,g50_28_0945,trail_6_3,PE,False
41,53.7,0.92,-11.0,-0.27,-0.62,20,65.0,2.98,21,42.9,-3.77,g62_25_0945,trail_6_3,PE,False
41,53.7,0.92,-11.0,-0.27,-0.62,20,65.0,2.98,21,42.9,-3.77,g62_28_0945,trail_6_3,PE,False
41,53.7,0.92,-11.0,-0.27,-0.62,20,65.0,2.98,21,42.9,-3.77,g65_25_0945,trail_6_3,PE,False
41,53.7,0.92,-11.0,-0.27,-0.62,20,65.0,2.98,21,42.9,-3.77,g65_28_0945,trail_6_3,PE,False
55,45.5,0.87,-41.7,-0.76,-0.63,29,44.8,0.92,26,46.2,-4.07,g50_x_0945,hold,PE,False
52,51.9,0.91,-20.2,-0.39,-0.66,26,46.2,-0.91,26,57.7,-0.45,g55_25_1015,trail_10_4,PE,False
52,51.9,0.91,-20.2,-0.39,-0.66,26,46.2,-0.91,26,57.7,-0.45,g55_28_1015,trail_10_4,PE,False
47,55.3,0.91,-13.2,-0.28,-0.67,23,65.2,2.5,24,45.8,-3.5,g55_25_0945,trail_6_3,PE,False
47,55.3,0.91,-13.2,-0.28,-0.67,23,65.2,2.5,24,45.8,-3.5,g55_28_0945,trail_6_3,PE,False
48,52.1,0.91,-19.2,-0.4,-0.67,24,45.8,-1.0,24,58.3,-0.38,g58_25_1015,trail_10_4,PE,False
48,52.1,0.91,-19.2,-0.4,-0.67,24,45.8,-1.0,24,58.3,-0.38,g58_28_1015,trail_10_4,PE,False
59,50.8,0.91,-23.3,-0.39,-0.68,32,46.9,-0.2,27,55.6,-1.14,g50_x_1015,trail_10_4,PE,False
46,45.7,0.9,-20.1,-0.44,-0.68,23,34.8,-2.29,23,56.5,0.48,g55_18_1015,mtm_20_10,PE,False
42,45.2,0.9,-19.1,-0.45,-0.69,21,33.3,-2.46,21,57.1,0.61,g58_18_1015,mtm_20_10,PE,False
59,45.8,0.9,-23.5,-0.4,-0.71,32,37.5,-1.71,27,55.6,0.34,g50_x_1015,mtm_12_8,PE,False
51,51.0,0.9,-20.7,-0.41,-0.71,27,44.4,-1.04,24,58.3,-0.39,g50_22_1015,trail_10_4,PE,False
59,44.1,0.9,-27.6,-0.47,-0.71,32,34.4,-2.41,27,55.6,0.76,g50_x_1015,mtm_20_10,PE,False
48,52.1,0.89,-20.6,-0.43,-0.76,25,48.0,0.12,23,56.5,-1.56,g50_18_1015,trail_10_4,PE,False
52,44.2,0.89,-27.3,-0.53,-0.79,26,30.8,-4.02,26,57.7,1.41,g55_25_1015,mtm_20_10,PE,False
52,44.2,0.89,-27.3,-0.53,-0.79,26,30.8,-4.02,26,57.7,1.41,g55_28_1015,mtm_20_10,PE,False
48,43.8,0.89,-26.3,-0.55,-0.81,24,29.2,-4.26,24,58.3,1.59,g58_25_1015,mtm_20_10,PE,False
48,43.8,0.89,-26.3,-0.55,-0.81,24,29.2,-4.26,24,58.3,1.59,g58_28_1015,mtm_20_10,PE,False
51,43.1,0.88,-27.8,-0.55,-0.84,27,29.6,-4.1,24,58.3,1.59,g50_22_1015,mtm_20_10,PE,False
43,53.5,0.88,-16.0,-0.37,-0.87,21,61.9,2.07,22,45.5,-3.51,g58_30_0945,trail_6_3,PE,False
43,53.5,0.88,-16.0,-0.37,-0.87,21,61.9,2.07,22,45.5,-3.51,g58_35_0945,trail_6_3,PE,False
43,53.5,0.88,-16.0,-0.37,-0.87,21,61.9,2.07,22,45.5,-3.51,g60_30_0945,trail_6_3,PE,False
43,53.5,0.88,-16.0,-0.37,-0.87,21,61.9,2.07,22,45.5,-3.51,g60_35_0945,trail_6_3,PE,False
51,54.9,0.88,-19.2,-0.38,-0.9,26,65.4,2.5,25,44.0,-4.14,g50_30_0945,trail_6_3,PE,False
51,54.9,0.88,-19.2,-0.38,-0.9,26,65.4,2.5,25,44.0,-4.14,g50_35_0945,trail_6_3,PE,False
42,52.4,0.87,-17.5,-0.42,-0.96,21,61.9,2.07,21,42.9,-3.77,g62_30_0945,trail_6_3,PE,False
42,52.4,0.87,-17.5,-0.42,-0.96,21,61.9,2.07,21,42.9,-3.77,g62_35_0945,trail_6_3,PE,False
42,52.4,0.87,-17.5,-0.42,-0.96,21,61.9,2.07,21,42.9,-3.77,g65_30_0945,trail_6_3,PE,False
42,52.4,0.87,-17.5,-0.42,-0.96,21,61.9,2.07,21,42.9,-3.77,g65_35_0945,trail_6_3,PE,False
40,52.5,0.87,-18.6,-0.47,-0.97,19,68.4,5.74,21,38.1,-6.13,g55_18_0945,trail_8_4,PE,False
48,54.2,0.87,-19.6,-0.41,-0.98,24,62.5,1.71,24,45.8,-3.5,g55_30_0945,trail_6_3,PE,False
48,54.2,0.87,-19.6,-0.41,-0.98,24,62.5,1.71,24,45.8,-3.5,g55_35_0945,trail_6_3,PE,False
47,53.2,0.87,-19.5,-0.42,-0.98,24,58.3,1.32,23,47.8,-3.32,g58_x_0945,trail_6_3,PE,False
47,53.2,0.87,-19.5,-0.42,-0.98,24,58.3,1.32,23,47.8,-3.32,g60_x_0945,trail_6_3,PE,False
43,53.5,0.87,-19.9,-0.46,-0.98,21,71.4,6.31,22,36.4,-6.71,g50_18_0945,trail_8_4,PE,False
55,54.5,0.87,-22.7,-0.41,-0.99,29,62.1,1.78,26,46.2,-3.95,g50_x_0945,trail_6_3,PE,False
35,54.3,0.87,-16.5,-0.47,-0.99,16,75.0,8.06,19,36.8,-7.77,g58_18_0945,trail_8_4,PE,False
35,54.3,0.87,-16.5,-0.47,-0.99,16,75.0,8.06,19,36.8,-7.77,g60_18_0945,trail_8_4,PE,False
40,52.5,0.86,-20.3,-0.51,-1.04,19,68.4,5.12,21,38.1,-5.65,g55_18_0945,trail_8_5,PE,False
43,53.5,0.86,-21.6,-0.5,-1.05,21,71.4,5.71,22,36.4,-6.22,g50_18_0945,trail_8_5,PE,False
46,52.2,0.86,-21.0,-0.46,-1.06,24,58.3,1.32,22,45.5,-3.56,g62_x_0945,trail_6_3,PE,False
46,52.2,0.86,-21.0,-0.46,-1.06,24,58.3,1.32,22,45.5,-3.56,g65_x_0945,trail_6_3,PE,False
54,50.0,0.86,-33.2,-0.61,-1.06,28,42.9,-1.74,26,57.7,-0.45,g50_25_1015,trail_10_4,PE,False
54,50.0,0.86,-33.2,-0.61,-1.06,28,42.9,-1.74,26,57.7,-0.45,g50_28_1015,trail_10_4,PE,False
52,53.8,0.86,-23.2,-0.45,-1.07,27,59.3,1.07,25,48.0,-3.32,g55_x_0945,trail_6_3,PE,False
35,54.3,0.86,-18.1,-0.52,-1.07,16,75.0,7.24,19,36.8,-7.1,g58_18_0945,trail_8_5,PE,False
35,54.3,0.86,-18.1,-0.52,-1.07,16,75.0,7.24,19,36.8,-7.1,g60_18_0945,trail_8_5,PE,False
48,43.8,0.85,-33.1,-0.69,-1.09,25,32.0,-3.14,23,56.5,0.48,g50_18_1015,mtm_20_10,PE,False
34,52.9,0.86,-17.9,-0.53,-1.1,16,75.0,8.06,18,33.3,-8.26,g62_18_0945,trail_8_4,PE,False
34,52.9,0.86,-17.9,-0.53,-1.1,16,75.0,8.06,18,33.3,-8.26,g65_18_0945,trail_8_4,PE,False
54,42.6,0.84,-40.3,-0.75,-1.14,28,28.6,-4.7,26,57.7,1.41,g50_25_1015,mtm_20_10,PE,False
54,42.6,0.84,-40.3,-0.75,-1.14,28,28.6,-4.7,26,57.7,1.41,g50_28_1015,mtm_20_10,PE,False
47,53.2,0.85,-25.8,-0.55,-1.15,24,70.8,5.59,23,34.8,-7.3,g50_22_0945,trail_8_4,PE,False
44,52.3,0.85,-24.5,-0.56,-1.16,22,68.2,5.09,22,36.4,-6.75,g55_22_0945,trail_8_4,PE,False
34,52.9,0.85,-19.6,-0.58,-1.18,16,75.0,7.24,18,33.3,-7.54,g62_18_0945,trail_8_5,PE,False
34,52.9,0.85,-19.6,-0.58,-1.18,16,75.0,7.24,18,33.3,-7.54,g65_18_0945,trail_8_5,PE,False
39,53.8,0.85,-22.4,-0.57,-1.2,19,73.7,6.8,20,35.0,-8.47,g58_22_0945,trail_8_4,PE,False
39,53.8,0.85,-22.4,-0.57,-1.2,19,73.7,6.8,20,35.0,-8.47,g60_22_0945,trail_8_4,PE,False
38,52.6,0.84,-23.8,-0.63,-1.3,19,73.7,6.8,19,31.6,-8.98,g62_22_0945,trail_8_4,PE,False
38,52.6,0.84,-23.8,-0.63,-1.3,19,73.7,6.8,19,31.6,-8.98,g65_22_0945,trail_8_4,PE,False
50,52.0,0.83,-32.5,-0.65,-1.34,25,68.0,4.38,25,36.0,-6.27,g50_25_0945,trail_8_4,PE,False
50,52.0,0.83,-32.5,-0.65,-1.34,25,68.0,4.38,25,36.0,-6.27,g50_28_0945,trail_8_4,PE,False
47,51.1,0.83,-31.3,-0.67,-1.35,23,65.2,3.87,24,37.5,-5.76,g55_25_0945,trail_8_4,PE,False
47,51.1,0.83,-31.3,-0.67,-1.35,23,65.2,3.87,24,37.5,-5.76,g55_28_0945,trail_8_4,PE,False
42,52.4,0.82,-29.1,-0.69,-1.42,20,70.0,5.19,22,36.4,-7.03,g58_25_0945,trail_8_4,PE,False
42,52.4,0.82,-29.1,-0.69,-1.42,20,70.0,5.19,22,36.4,-7.03,g58_28_0945,trail_8_4,PE,False
42,52.4,0.82,-29.1,-0.69,-1.42,20,70.0,5.19,22,36.4,-7.03,g60_25_0945,trail_8_4,PE,False
42,52.4,0.82,-29.1,-0.69,-1.42,20,70.0,5.19,22,36.4,-7.03,g60_28_0945,trail_8_4,PE,False
47,53.2,0.81,-33.0,-0.7,-1.48,24,70.8,4.66,23,34.8,-6.8,g50_22_0945,trail_8_5,PE,False
44,52.3,0.81,-31.8,-0.72,-1.5,22,68.2,4.11,22,36.4,-6.25,g55_22_0945,trail_8_5,PE,False
41,51.2,0.81,-30.6,-0.75,-1.51,20,70.0,5.19,21,33.3,-7.4,g62_25_0945,trail_8_4,PE,False
41,51.2,0.81,-30.6,-0.75,-1.51,20,70.0,5.19,21,33.3,-7.4,g62_28_0945,trail_8_4,PE,False
41,51.2,0.81,-30.6,-0.75,-1.51,20,70.0,5.19,21,33.3,-7.4,g65_25_0945,trail_8_4,PE,False
41,51.2,0.81,-30.6,-0.75,-1.51,20,70.0,5.19,21,33.3,-7.4,g65_28_0945,trail_8_4,PE,False
39,53.8,0.8,-29.5,-0.76,-1.58,19,73.7,5.64,20,35.0,-7.77,g58_22_0945,trail_8_5,PE,False
39,53.8,0.8,-29.5,-0.76,-1.58,19,73.7,5.64,20,35.0,-7.77,g60_22_0945,trail_8_5,PE,False
50,52.0,0.79,-39.8,-0.8,-1.64,25,68.0,3.51,25,36.0,-5.87,g50_25_0945,trail_8_5,PE,False
50,52.0,0.79,-39.8,-0.8,-1.64,25,68.0,3.51,25,36.0,-5.87,g50_28_0945,trail_8_5,PE,False
47,51.1,0.79,-38.5,-0.82,-1.67,23,65.2,2.95,24,37.5,-5.37,g55_25_0945,trail_8_5,PE,False
47,51.1,0.79,-38.5,-0.82,-1.67,23,65.2,2.95,24,37.5,-5.37,g55_28_0945,trail_8_5,PE,False
38,52.6,0.79,-31.0,-0.82,-1.69,19,73.7,5.64,19,31.6,-8.23,g62_22_0945,trail_8_5,PE,False
38,52.6,0.79,-31.0,-0.82,-1.69,19,73.7,5.64,19,31.6,-8.23,g65_22_0945,trail_8_5,PE,False
35,48.6,0.76,-38.3,-1.1,-1.74,16,50.0,0.28,19,47.4,-3.54,g58_18_0945,mtm_20_10,PE,False
35,48.6,0.76,-38.3,-1.1,-1.74,16,50.0,0.28,19,47.4,-3.54,g60_18_0945,mtm_20_10,PE,False
42,52.4,0.78,-36.3,-0.86,-1.77,20,70.0,4.14,22,36.4,-6.52,g58_25_0945,trail_8_5,PE,False
42,52.4,0.78,-36.3,-0.86,-1.77,20,70.0,4.14,22,36.4,-6.52,g58_28_0945,trail_8_5,PE,False
42,52.4,0.78,-36.3,-0.86,-1.77,20,70.0,4.14,22,36.4,-6.52,g60_25_0945,trail_8_5,PE,False
42,52.4,0.78,-36.3,-0.86,-1.77,20,70.0,4.14,22,36.4,-6.52,g60_28_0945,trail_8_5,PE,False
40,47.5,0.76,-45.5,-1.14,-1.83,19,47.4,-0.48,21,47.6,-3.02,g55_18_0945,mtm_20_10,PE,False
34,47.1,0.76,-39.8,-1.17,-1.83,16,50.0,0.28,18,44.4,-3.78,g62_18_0945,mtm_20_10,PE,False
34,47.1,0.76,-39.8,-1.17,-1.83,16,50.0,0.28,18,44.4,-3.78,g65_18_0945,mtm_20_10,PE,False
41,51.2,0.77,-37.8,-0.92,-1.86,20,70.0,4.14,21,33.3,-6.86,g62_25_0945,trail_8_5,PE,False
41,51.2,0.77,-37.8,-0.92,-1.86,20,70.0,4.14,21,33.3,-6.86,g62_28_0945,trail_8_5,PE,False
41,51.2,0.77,-37.8,-0.92,-1.86,20,70.0,4.14,21,33.3,-6.86,g65_25_0945,trail_8_5,PE,False
41,51.2,0.77,-37.8,-0.92,-1.86,20,70.0,4.14,21,33.3,-6.86,g65_28_0945,trail_8_5,PE,False
43,44.2,0.74,-55.1,-1.28,-1.94,21,42.9,-0.31,22,45.5,-3.71,g58_30_0945,mtm_20_10,PE,False
43,44.2,0.74,-55.1,-1.28,-1.94,21,42.9,-0.31,22,45.5,-3.71,g58_35_0945,mtm_20_10,PE,False
43,44.2,0.74,-55.1,-1.28,-1.94,21,42.9,-0.31,22,45.5,-3.71,g60_30_0945,mtm_20_10,PE,False
43,44.2,0.74,-55.1,-1.28,-1.94,21,42.9,-0.31,22,45.5,-3.71,g60_35_0945,mtm_20_10,PE,False
48,43.8,0.74,-62.3,-1.3,-2.0,24,41.7,-0.82,24,45.8,-3.23,g55_30_0945,mtm_20_10,PE,False
48,43.8,0.74,-62.3,-1.3,-2.0,24,41.7,-0.82,24,45.8,-3.23,g55_35_0945,mtm_20_10,PE,False
42,42.9,0.74,-56.5,-1.35,-2.02,21,42.9,-0.31,21,42.9,-3.92,g62_30_0945,mtm_20_10,PE,False
42,42.9,0.74,-56.5,-1.35,-2.02,21,42.9,-0.31,21,42.9,-3.92,g62_35_0945,mtm_20_10,PE,False
42,42.9,0.74,-56.5,-1.35,-2.02,21,42.9,-0.31,21,42.9,-3.92,g65_30_0945,mtm_20_10,PE,False
42,42.9,0.74,-56.5,-1.35,-2.02,21,42.9,-0.31,21,42.9,-3.92,g65_35_0945,mtm_20_10,PE,False
35,51.4,0.69,-53.0,-1.51,-2.26,16,50.0,-1.26,19,52.6,-2.89,g58_18_0945,hold,PE,False
35,51.4,0.69,-53.0,-1.51,-2.26,16,50.0,-1.26,19,52.6,-2.89,g60_18_0945,hold,PE,False
47,44.7,0.7,-69.8,-1.49,-2.3,24,45.8,-0.51,23,43.5,-4.35,g58_x_0945,mtm_20_10,PE,False
47,44.7,0.7,-69.8,-1.49,-2.3,24,45.8,-0.51,23,43.5,-4.35,g60_x_0945,mtm_20_10,PE,False
52,44.2,0.7,-77.0,-1.48,-2.32,27,44.4,-0.96,25,44.0,-3.82,g55_x_0945,mtm_20_10,PE,False
40,50.0,0.69,-61.6,-1.54,-2.33,19,47.4,-2.22,21,52.4,-2.39,g55_18_0945,hold,PE,False
34,50.0,0.68,-54.4,-1.6,-2.35,16,50.0,-1.26,18,50.0,-3.07,g62_18_0945,hold,PE,False
34,50.0,0.68,-54.4,-1.6,-2.35,16,50.0,-1.26,18,50.0,-3.07,g65_18_0945,hold,PE,False
46,43.5,0.7,-71.3,-1.55,-2.38,24,45.8,-0.51,22,40.9,-4.57,g62_x_0945,mtm_20_10,PE,False
46,43.5,0.7,-71.3,-1.55,-2.38,24,45.8,-0.51,22,40.9,-4.57,g65_x_0945,mtm_20_10,PE,False
43,46.5,0.69,-64.2,-1.49,-2.44,21,47.6,-1.05,22,45.5,-3.68,g50_18_0945,mtm_20_10,PE,False
51,43.1,0.69,-80.9,-1.59,-2.48,26,42.3,-1.23,25,44.0,-3.81,g50_30_0945,mtm_20_10,PE,False
51,43.1,0.69,-80.9,-1.59,-2.48,26,42.3,-1.23,25,44.0,-3.81,g50_35_0945,mtm_20_10,PE,False
55,43.6,0.66,-95.7,-1.74,-2.76,29,44.8,-1.34,26,42.3,-4.37,g50_x_0945,mtm_20_10,PE,False
48,37.5,0.66,-80.5,-1.68,-2.84,24,37.5,-1.25,24,37.5,-4.61,g55_30_0945,mtm_16_8,PE,False
48,37.5,0.66,-80.5,-1.68,-2.84,24,37.5,-1.25,24,37.5,-4.61,g55_35_0945,mtm_16_8,PE,False
44,43.2,0.65,-76.6,-1.74,-2.86,22,40.9,-2.01,22,45.5,-3.64,g55_22_0945,mtm_20_10,PE,False
39,43.6,0.64,-69.4,-1.78,-2.9,19,42.1,-1.51,20,45.0,-4.23,g58_22_0945,mtm_20_10,PE,False
39,43.6,0.64,-69.4,-1.78,-2.9,19,42.1,-1.51,20,45.0,-4.23,g60_22_0945,mtm_20_10,PE,False
38,42.1,0.63,-70.9,-1.87,-3.0,19,42.1,-1.51,19,42.1,-4.47,g62_22_0945,mtm_20_10,PE,False
38,42.1,0.63,-70.9,-1.87,-3.0,19,42.1,-1.51,19,42.1,-4.47,g65_22_0945,mtm_20_10,PE,False
47,42.6,0.64,-86.4,-1.84,-3.01,23,39.1,-2.69,24,45.8,-3.23,g55_25_0945,mtm_20_10,PE,False
47,42.6,0.64,-86.4,-1.84,-3.01,23,39.1,-2.69,24,45.8,-3.23,g55_28_0945,mtm_20_10,PE,False
43,37.2,0.64,-77.9,-1.81,-3.02,21,38.1,-0.87,22,36.4,-5.56,g58_30_0945,mtm_16_8,PE,False
43,37.2,0.64,-77.9,-1.81,-3.02,21,38.1,-0.87,22,36.4,-5.56,g58_35_0945,mtm_16_8,PE,False
43,37.2,0.64,-77.9,-1.81,-3.02,21,38.1,-0.87,22,36.4,-5.56,g60_30_0945,mtm_16_8,PE,False
43,37.2,0.64,-77.9,-1.81,-3.02,21,38.1,-0.87,22,36.4,-5.56,g60_35_0945,mtm_16_8,PE,False
43,48.8,0.61,-86.3,-2.01,-3.05,21,47.6,-2.74,22,50.0,-3.27,g50_18_0945,hold,PE,False
42,42.9,0.63,-79.2,-1.89,-3.06,20,40.0,-2.28,22,45.5,-3.71,g58_25_0945,mtm_20_10,PE,False
42,42.9,0.63,-79.2,-1.89,-3.06,20,40.0,-2.28,22,45.5,-3.71,g58_28_0945,mtm_20_10,PE,False
42,42.9,0.63,-79.2,-1.89,-3.06,20,40.0,-2.28,22,45.5,-3.71,g60_25_0945,mtm_20_10,PE,False
42,42.9,0.63,-79.2,-1.89,-3.06,20,40.0,-2.28,22,45.5,-3.71,g60_28_0945,mtm_20_10,PE,False
40,40.0,0.63,-68.9,-1.72,-3.11,19,42.1,-1.33,21,38.1,-4.74,g55_18_0945,mtm_16_8,PE,False
42,35.7,0.63,-79.4,-1.89,-3.12,21,38.1,-0.87,21,33.3,-5.85,g62_30_0945,mtm_16_8,PE,False
42,35.7,0.63,-79.4,-1.89,-3.12,21,38.1,-0.87,21,33.3,-5.85,g62_35_0945,mtm_16_8,PE,False
42,35.7,0.63,-79.4,-1.89,-3.12,21,38.1,-0.87,21,33.3,-5.85,g65_30_0945,mtm_16_8,PE,False
42,35.7,0.63,-79.4,-1.89,-3.12,21,38.1,-0.87,21,33.3,-5.85,g65_35_0945,mtm_16_8,PE,False
52,38.5,0.63,-95.3,-1.83,-3.14,27,40.7,-1.37,25,36.0,-5.24,g55_x_0945,mtm_16_8,PE,False
41,41.5,0.62,-80.7,-1.97,-3.16,20,40.0,-2.28,21,42.9,-3.92,g62_25_0945,mtm_20_10,PE,False
41,41.5,0.62,-80.7,-1.97,-3.16,20,40.0,-2.28,21,42.9,-3.92,g62_28_0945,mtm_20_10,PE,False
41,41.5,0.62,-80.7,-1.97,-3.16,20,40.0,-2.28,21,42.9,-3.92,g65_25_0945,mtm_20_10,PE,False
41,41.5,0.62,-80.7,-1.97,-3.16,20,40.0,-2.28,21,42.9,-3.92,g65_28_0945,mtm_20_10,PE,False
51,37.3,0.62,-95.3,-1.87,-3.23,26,38.5,-1.59,25,36.0,-5.1,g50_30_0945,mtm_16_8,PE,False
51,37.3,0.62,-95.3,-1.87,-3.23,26,38.5,-1.59,25,36.0,-5.1,g50_35_0945,mtm_16_8,PE,False
44,45.5,0.59,-94.6,-2.15,-3.3,22,40.9,-4.12,22,50.0,-2.62,g55_22_0945,hold,PE,False
47,38.3,0.61,-92.7,-1.97,-3.34,24,41.7,-1.04,23,34.8,-6.23,g58_x_0945,mtm_16_8,PE,False
47,38.3,0.61,-92.7,-1.97,-3.34,24,41.7,-1.04,23,34.8,-6.23,g60_x_0945,mtm_16_8,PE,False
39,46.2,0.58,-86.0,-2.2,-3.34,19,42.1,-3.57,20,50.0,-3.12,g58_22_0945,hold,PE,False
39,46.2,0.58,-86.0,-2.2,-3.34,19,42.1,-3.57,20,50.0,-3.12,g60_22_0945,hold,PE,False
