n,wr,pf,total,avg,sharpe,n1,wr1,sh1,n2,wr2,sh2,signals,vehicle,side,passed
46,52.2,1.18,31.8,0.69,1.17,22,45.5,1.26,24,58.3,1.08,g60_25_1015,mtm_12_8,PE,False
46,52.2,1.18,31.8,0.69,1.17,22,45.5,1.26,24,58.3,1.08,g60_28_1015,mtm_12_8,PE,False
55,52.7,1.17,29.7,0.54,1.17,29,44.8,-0.32,26,61.5,2.97,g50_30_1015,mtm_8_6,PE,False
55,52.7,1.17,29.7,0.54,1.17,29,44.8,-0.32,26,61.5,2.97,g50_35_1015,mtm_8_6,PE,False
45,51.1,1.18,31.2,0.69,1.16,22,45.5,1.26,23,56.5,1.06,g62_25_1015,mtm_12_8,PE,False
45,51.1,1.18,31.2,0.69,1.16,22,45.5,1.26,23,56.5,1.06,g62_28_1015,mtm_12_8,PE,False
45,51.1,1.18,31.2,0.69,1.16,22,45.5,1.26,23,56.5,1.06,g65_25_1015,mtm_12_8,PE,False
45,51.1,1.18,31.2,0.69,1.16,22,45.5,1.26,23,56.5,1.06,g65_28_1015,mtm_12_8,PE,False
57,52.6,1.17,29.9,0.52,1.15,30,46.7,0.22,27,59.3,2.21,g55_x_1015,mtm_8_6,PE,False
53,52.8,1.16,27.8,0.53,1.13,27,44.4,-0.49,26,61.5,2.97,g55_30_1015,mtm_8_6,PE,False
53,52.8,1.16,27.8,0.53,1.13,27,44.4,-0.49,26,61.5,2.97,g55_35_1015,mtm_8_6,PE,False
43,53.5,1.24,39.7,0.92,1.12,21,71.4,5.39,22,36.4,-7.03,g58_30_0945,trail_8_4,PE,False
43,53.5,1.24,39.7,0.92,1.12,21,71.4,5.39,22,36.4,-7.03,g58_35_0945,trail_8_4,PE,False
43,53.5,1.24,39.7,0.92,1.12,21,71.4,5.39,22,36.4,-7.03,g60_30_0945,trail_8_4,PE,False
43,53.5,1.24,39.7,0.92,1.12,21,71.4,5.39,22,36.4,-7.03,g60_35_0945,trail_8_4,PE,False
43,51.2,1.17,22.8,0.53,1.12,21,52.4,3.03,22,50.0,-0.74,g55_25_1000,mtm_8_6,PE,False
43,51.2,1.17,22.8,0.53,1.12,21,52.4,3.03,22,50.0,-0.74,g55_28_1000,mtm_8_6,PE,False
52,50.0,1.17,35.5,0.68,1.11,27,59.3,5.15,25,40.0,-3.72,g55_x_0945,mtm_12_8,PE,False
53,52.8,1.16,26.5,0.5,1.1,28,46.4,0.12,25,60.0,2.22,g58_x_1015,mtm_8_6,PE,False
48,45.8,1.31,71.1,1.48,1.09,24,29.2,-5.76,24,62.5,3.09,g58_25_1015,hold,PE,False
48,45.8,1.31,71.1,1.48,1.09,24,29.2,-5.76,24,62.5,3.09,g58_28_1015,hold,PE,False
42,52.4,1.23,38.2,0.91,1.09,21,71.4,5.39,21,33.3,-7.4,g62_30_0945,trail_8_4,PE,False
42,52.4,1.23,38.2,0.91,1.09,21,71.4,5.39,21,33.3,-7.4,g62_35_0945,trail_8_4,PE,False
42,52.4,1.23,38.2,0.91,1.09,21,71.4,5.39,21,33.3,-7.4,g65_30_0945,trail_8_4,PE,False
42,52.4,1.23,38.2,0.91,1.09,21,71.4,5.39,21,33.3,-7.4,g65_35_0945,trail_8_4,PE,False
49,53.1,1.16,24.5,0.5,1.08,25,44.0,-0.66,24,62.5,3.05,g58_30_1015,mtm_8_6,PE,False
49,53.1,1.16,24.5,0.5,1.08,25,44.0,-0.66,24,62.5,3.05,g58_35_1015,mtm_8_6,PE,False
52,46.2,1.3,72.4,1.39,1.06,26,30.8,-5.41,26,61.5,2.98,g55_25_1015,hold,PE,False
52,46.2,1.3,72.4,1.39,1.06,26,30.8,-5.41,26,61.5,2.98,g55_28_1015,hold,PE,False
52,53.8,1.22,42.8,0.82,1.06,27,66.7,4.19,25,40.0,-4.78,g55_x_0945,trail_8_4,PE,False
47,57.4,1.17,22.8,0.49,1.06,24,62.5,1.49,23,52.2,0.77,g55_x_1000,trail_6_3,PE,False
43,48.8,1.16,28.4,0.66,1.05,21,61.9,7.12,22,36.4,-6.19,g58_30_0945,mtm_12_8,PE,False
43,48.8,1.16,28.4,0.66,1.05,21,61.9,7.12,22,36.4,-6.19,g58_35_0945,mtm_12_8,PE,False
43,48.8,1.16,28.4,0.66,1.05,21,61.9,7.12,22,36.4,-6.19,g60_30_0945,mtm_12_8,PE,False
43,48.8,1.16,28.4,0.66,1.05,21,61.9,7.12,22,36.4,-6.19,g60_35_0945,mtm_12_8,PE,False
43,58.1,1.18,27.0,0.63,1.05,22,63.6,2.75,21,52.4,-0.09,g58_x_1000,trail_10_4,PE,False
43,58.1,1.18,27.0,0.63,1.05,22,63.6,2.75,21,52.4,-0.09,g60_x_1000,trail_10_4,PE,False
51,52.9,1.15,24.1,0.47,1.04,26,46.2,-0.07,25,60.0,2.22,g60_x_1015,mtm_8_6,PE,False
50,52.0,1.15,23.5,0.47,1.02,26,46.2,-0.07,24,58.3,2.21,g62_x_1015,mtm_8_6,PE,False
50,52.0,1.15,23.5,0.47,1.02,26,46.2,-0.07,24,58.3,2.21,g65_x_1015,mtm_8_6,PE,False
45,48.9,1.16,29.1,0.65,1.01,23,39.1,-0.09,22,59.1,2.04,g58_22_1015,mtm_16_8,PE,False
43,58.1,1.16,23.6,0.55,1.01,21,52.4,0.38,22,63.6,1.52,g60_22_1015,trail_8_4,PE,False
47,53.2,1.15,22.0,0.47,1.01,23,43.5,-0.94,24,62.5,3.05,g60_30_1015,mtm_8_6,PE,False
47,53.2,1.15,22.0,0.47,1.01,23,43.5,-0.94,24,62.5,3.05,g60_35_1015,mtm_8_6,PE,False
42,47.6,1.15,26.9,0.64,1.0,21,61.9,7.12,21,33.3,-6.51,g62_30_0945,mtm_12_8,PE,False
42,47.6,1.15,26.9,0.64,1.0,21,61.9,7.12,21,33.3,-6.51,g62_35_0945,mtm_12_8,PE,False
42,47.6,1.15,26.9,0.64,1.0,21,61.9,7.12,21,33.3,-6.51,g65_30_0945,mtm_12_8,PE,False
42,47.6,1.15,26.9,0.64,1.0,21,61.9,7.12,21,33.3,-6.51,g65_35_0945,mtm_12_8,PE,False
42,57.1,1.17,25.3,0.6,1.0,22,63.6,2.75,20,50.0,-0.21,g62_x_1000,trail_10_4,PE,False
42,57.1,1.17,25.3,0.6,1.0,22,63.6,2.75,20,50.0,-0.21,g65_x_1000,trail_10_4,PE,False
42,57.1,1.16,23.0,0.55,1.0,21,52.4,0.38,21,61.9,1.51,g62_22_1015,trail_8_4,PE,False
42,57.1,1.16,23.0,0.55,1.0,21,52.4,0.38,21,61.9,1.51,g65_22_1015,trail_8_4,PE,False
40,60.0,1.16,21.3,0.53,1.0,19,57.9,1.83,21,61.9,0.29,g60_18_1015,trail_8_4,PE,False
46,52.2,1.14,21.4,0.46,1.0,23,43.5,-0.94,23,60.9,3.06,g62_30_1015,mtm_8_6,PE,False
46,52.2,1.14,21.4,0.46,1.0,23,43.5,-0.94,23,60.9,3.06,g62_35_1015,mtm_8_6,PE,False
46,52.2,1.14,21.4,0.46,1.0,23,43.5,-0.94,23,60.9,3.06,g65_30_1015,mtm_8_6,PE,False
46,52.2,1.14,21.4,0.46,1.0,23,43.5,-0.94,23,60.9,3.06,g65_35_1015,mtm_8_6,PE,False
55,54.5,1.21,41.5,0.76,0.99,29,69.0,4.32,26,38.5,-5.28,g50_x_0945,trail_8_4,PE,False
42,50.0,1.16,26.4,0.63,0.99,21,42.9,0.94,21,57.1,1.01,g58_18_1015,mtm_16_8,PE,False
39,59.0,1.16,20.7,0.53,0.99,19,57.9,1.83,20,60.0,0.24,g62_18_1015,trail_8_4,PE,False
39,59.0,1.16,20.7,0.53,0.99,19,57.9,1.83,20,60.0,0.24,g65_18_1015,trail_8_4,PE,False
48,52.1,1.2,37.5,0.78,0.98,24,66.7,4.66,24,37.5,-5.76,g55_30_0945,trail_8_4,PE,False
48,52.1,1.2,37.5,0.78,0.98,24,66.7,4.66,24,37.5,-5.76,g55_35_0945,trail_8_4,PE,False
50,46.0,1.17,36.5,0.73,0.98,27,44.4,1.92,23,47.8,0.01,g50_x_1000,mtm_20_10,PE,False
43,44.2,1.16,30.1,0.7,0.95,23,39.1,1.19,20,50.0,0.69,g50_22_1000,mtm_20_10,PE,False
47,48.9,1.15,28.8,0.61,0.95,23,39.1,-0.19,24,58.3,1.96,g60_30_1015,mtm_16_8,PE,False
47,48.9,1.15,28.8,0.61,0.95,23,39.1,-0.19,24,58.3,1.96,g60_35_1015,mtm_16_8,PE,False
35,51.4,1.14,16.4,0.47,0.95,16,68.8,8.51,19,36.8,-7.33,g58_18_0945,mtm_8_6,PE,False
35,51.4,1.14,16.4,0.47,0.95,16,68.8,8.51,19,36.8,-7.33,g60_18_0945,mtm_8_6,PE,False
46,47.8,1.15,28.2,0.61,0.94,23,39.1,-0.19,23,56.5,1.96,g62_30_1015,mtm_16_8,PE,False
46,47.8,1.15,28.2,0.61,0.94,23,39.1,-0.19,23,56.5,1.96,g62_35_1015,mtm_16_8,PE,False
46,47.8,1.15,28.2,0.61,0.94,23,39.1,-0.19,23,56.5,1.96,g65_30_1015,mtm_16_8,PE,False
46,47.8,1.15,28.2,0.61,0.94,23,39.1,-0.19,23,56.5,1.96,g65_35_1015,mtm_16_8,PE,False
36,55.6,1.16,20.8,0.58,0.94,18,61.1,3.46,18,50.0,-0.7,g58_22_1000,trail_10_4,PE,False
36,55.6,1.16,20.8,0.58,0.94,18,61.1,3.46,18,50.0,-0.7,g60_22_1000,trail_10_4,PE,False
47,55.3,1.2,34.9,0.74,0.93,24,70.8,4.33,23,39.1,-5.64,g58_x_0945,trail_8_5,PE,False
47,55.3,1.2,34.9,0.74,0.93,24,70.8,4.33,23,39.1,-5.64,g60_x_0945,trail_8_5,PE,False
43,53.5,1.2,32.5,0.76,0.92,21,71.4,4.91,22,36.4,-6.52,g58_30_0945,trail_8_5,PE,False
43,53.5,1.2,32.5,0.76,0.92,21,71.4,4.91,22,36.4,-6.52,g58_35_0945,trail_8_5,PE,False
43,53.5,1.2,32.5,0.76,0.92,21,71.4,4.91,22,36.4,-6.52,g60_30_0945,trail_8_5,PE,False
43,53.5,1.2,32.5,0.76,0.92,21,71.4,4.91,22,36.4,-6.52,g60_35_0945,trail_8_5,PE,False
51,52.9,1.19,36.3,0.71,0.91,26,69.2,4.78,25,36.0,-6.27,g50_30_0945,trail_8_4,PE,False
51,52.9,1.19,36.3,0.71,0.91,26,69.2,4.78,25,36.0,-6.27,g50_35_0945,trail_8_4,PE,False
46,54.3,1.19,33.5,0.73,0.9,24,70.8,4.33,22,36.4,-5.93,g62_x_0945,trail_8_5,PE,False
46,54.3,1.19,33.5,0.73,0.9,24,70.8,4.33,22,36.4,-5.93,g65_x_0945,trail_8_5,PE,False
42,50.0,1.13,19.2,0.46,0.9,20,65.0,7.39,22,36.4,-6.6,g58_25_0945,mtm_8_6,PE,False
42,50.0,1.13,19.2,0.46,0.9,20,65.0,7.39,22,36.4,-6.6,g58_28_0945,mtm_8_6,PE,False
42,50.0,1.13,19.2,0.46,0.9,20,65.0,7.39,22,36.4,-6.6,g60_25_0945,mtm_8_6,PE,False
42,50.0,1.13,19.2,0.46,0.9,20,65.0,7.39,22,36.4,-6.6,g60_28_0945,mtm_8_6,PE,False
36,55.6,1.15,15.2,0.42,0.9,18,61.1,1.9,18,50.0,0.23,g58_22_1000,trail_6_3,PE,False
36,55.6,1.15,15.2,0.42,0.9,18,61.1,1.9,18,50.0,0.23,g60_22_1000,trail_6_3,PE,False
42,52.4,1.19,31.0,0.74,0.88,21,71.4,4.91,21,33.3,-6.86,g62_30_0945,trail_8_5,PE,False
42,52.4,1.19,31.0,0.74,0.88,21,71.4,4.91,21,33.3,-6.86,g62_35_0945,trail_8_5,PE,False
42,52.4,1.19,31.0,0.74,0.88,21,71.4,4.91,21,33.3,-6.86,g65_30_0945,trail_8_5,PE,False
42,52.4,1.19,31.0,0.74,0.88,21,71.4,4.91,21,33.3,-6.86,g65_35_0945,trail_8_5,PE,False
35,54.3,1.15,19.1,0.55,0.88,18,61.1,3.46,17,47.1,-0.84,g62_22_1000,trail_10_4,PE,False
35,54.3,1.15,19.1,0.55,0.88,18,61.1,3.46,17,47.1,-0.84,g65_22_1000,trail_10_4,PE,False
42,52.4,1.13,21.3,0.51,0.88,21,47.6,1.87,21,57.1,-0.16,g58_18_1015,mtm_12_8,PE,False
34,50.0,1.13,14.9,0.44,0.88,16,68.8,8.51,18,33.3,-7.85,g62_18_0945,mtm_8_6,PE,False
34,50.0,1.13,14.9,0.44,0.88,16,68.8,8.51,18,33.3,-7.85,g65_18_0945,mtm_8_6,PE,False
46,47.8,1.2,44.5,0.97,0.87,24,41.7,-3.09,22,54.5,2.4,g50_25_1000,hold,PE,False
46,47.8,1.2,44.5,0.97,0.87,24,41.7,-3.09,22,54.5,2.4,g50_28_1000,hold,PE,False
48,47.9,1.13,25.9,0.54,0.87,24,58.3,5.93,24,37.5,-5.11,g55_30_0945,mtm_12_8,PE,False
48,47.9,1.13,25.9,0.54,0.87,24,58.3,5.93,24,37.5,-5.11,g55_35_0945,mtm_12_8,PE,False
33,54.5,1.14,13.5,0.41,0.86,16,56.2,0.82,17,52.9,0.88,g58_18_1000,trail_6_3,PE,False
33,54.5,1.14,13.5,0.41,0.86,16,56.2,0.82,17,52.9,0.88,g60_18_1000,trail_6_3,PE,False
47,51.1,1.13,23.5,0.5,0.85,23,43.5,0.59,24,58.3,1.08,g60_30_1015,mtm_12_8,PE,False
47,51.1,1.13,23.5,0.5,0.85,23,43.5,0.59,24,58.3,1.08,g60_35_1015,mtm_12_8,PE,False
46,50.0,1.13,22.9,0.5,0.84,23,43.5,0.59,23,56.5,1.06,g62_30_1015,mtm_12_8,PE,False
46,50.0,1.13,22.9,0.5,0.84,23,43.5,0.59,23,56.5,1.06,g62_35_1015,mtm_12_8,PE,False
46,50.0,1.13,22.9,0.5,0.84,23,43.5,0.59,23,56.5,1.06,g65_30_1015,mtm_12_8,PE,False
46,50.0,1.13,22.9,0.5,0.84,23,43.5,0.59,23,56.5,1.06,g65_35_1015,mtm_12_8,PE,False
41,48.8,1.12,17.8,0.43,0.84,20,65.0,7.39,21,33.3,-6.99,g62_25_0945,mtm_8_6,PE,False
41,48.8,1.12,17.8,0.43,0.84,20,65.0,7.39,21,33.3,-6.99,g62_28_0945,mtm_8_6,PE,False
41,48.8,1.12,17.8,0.43,0.84,20,65.0,7.39,21,33.3,-6.99,g65_25_0945,mtm_8_6,PE,False
41,48.8,1.12,17.8,0.43,0.84,20,65.0,7.39,21,33.3,-6.99,g65_28_0945,mtm_8_6,PE,False
54,44.4,1.22,57.1,1.06,0.82,28,28.6,-6.22,26,61.5,2.98,g50_25_1015,hold,PE,False
54,44.4,1.22,57.1,1.06,0.82,28,28.6,-6.22,26,61.5,2.98,g50_28_1015,hold,PE,False
35,54.3,1.13,13.5,0.39,0.82,18,61.1,1.9,17,47.1,0.07,g62_22_1000,trail_6_3,PE,False
35,54.3,1.13,13.5,0.39,0.82,18,61.1,1.9,17,47.1,0.07,g65_22_1000,trail_6_3,PE,False
40,50.0,1.12,15.1,0.38,0.82,21,47.6,1.57,19,52.6,-0.07,g50_18_1000,mtm_8_6,PE,False
52,53.8,1.17,32.7,0.63,0.81,27,66.7,3.76,25,40.0,-4.66,g55_x_0945,trail_8_5,PE,False
46,50.0,1.12,17.6,0.38,0.81,24,50.0,2.19,22,50.0,-0.74,g50_25_1000,mtm_8_6,PE,False
46,50.0,1.12,17.6,0.38,0.81,24,50.0,2.19,22,50.0,-0.74,g50_28_1000,mtm_8_6,PE,False
48,52.1,1.17,30.3,0.63,0.79,24,66.7,4.23,24,37.5,-5.37,g55_30_0945,trail_8_5,PE,False
48,52.1,1.17,30.3,0.63,0.79,24,66.7,4.23,24,37.5,-5.37,g55_35_0945,trail_8_5,PE,False
45,57.8,1.12,19.1,0.42,0.79,23,52.2,-0.03,22,63.6,1.52,g58_22_1015,trail_8_4,PE,False
42,59.5,1.12,16.8,0.4,0.76,21,57.1,1.25,21,61.9,0.29,g58_18_1015,trail_8_4,PE,False
32,53.1,1.12,11.9,0.37,0.76,16,56.2,0.82,16,50.0,0.72,g62_18_1000,trail_6_3,PE,False
32,53.1,1.12,11.9,0.37,0.76,16,56.2,0.82,16,50.0,0.72,g65_18_1000,trail_6_3,PE,False
55,54.5,1.16,31.5,0.57,0.75,29,69.0,3.91,26,38.5,-5.15,g50_x_0945,trail_8_5,PE,False
45,51.1,1.11,19.6,0.44,0.75,23,43.5,0.7,22,59.1,0.79,g58_22_1015,mtm_12_8,PE,False
51,52.9,1.15,29.0,0.57,0.73,26,69.2,4.36,25,36.0,-5.87,g50_30_0945,trail_8_5,PE,False
51,52.9,1.15,29.0,0.57,0.73,26,69.2,4.36,25,36.0,-5.87,g50_35_0945,trail_8_5,PE,False
47,55.3,1.12,20.5,0.44,0.73,24,58.3,2.07,23,52.2,-0.12,g55_x_1000,trail_10_4,PE,False
51,49.0,1.11,23.0,0.45,0.72,26,42.3,-0.0,25,56.0,1.38,g60_x_1015,mtm_16_8,PE,False
50,48.0,1.11,22.4,0.45,0.71,26,42.3,-0.0,24,54.2,1.37,g62_x_1015,mtm_16_8,PE,False
50,48.0,1.11,22.4,0.45,0.71,26,42.3,-0.0,24,54.2,1.37,g65_x_1015,mtm_16_8,PE,False
40,55.0,1.11,13.6,0.34,0.71,20,60.0,1.12,20,50.0,0.46,g58_30_1000,trail_6_3,PE,False
40,55.0,1.11,13.6,0.34,0.71,20,60.0,1.12,20,50.0,0.46,g58_35_1000,trail_6_3,PE,False
40,55.0,1.11,13.6,0.34,0.71,20,60.0,1.12,20,50.0,0.46,g60_30_1000,trail_6_3,PE,False
40,55.0,1.11,13.6,0.34,0.71,20,60.0,1.12,20,50.0,0.46,g60_35_1000,trail_6_3,PE,False
47,48.9,1.1,16.5,0.35,0.7,24,58.3,5.2,23,39.1,-5.16,g58_x_0945,mtm_8_6,PE,False
47,48.9,1.1,16.5,0.35,0.7,24,58.3,5.2,23,39.1,-5.16,g60_x_0945,mtm_8_6,PE,False
50,56.0,1.11,15.7,0.31,0.69,27,59.3,0.59,23,52.2,0.77,g50_x_1000,trail_6_3,PE,False
48,47.9,1.1,20.6,0.43,0.67,24,37.5,-0.73,24,58.3,1.96,g58_25_1015,mtm_16_8,PE,False
48,47.9,1.1,20.6,0.43,0.67,24,37.5,-0.73,24,58.3,1.96,g58_28_1015,mtm_16_8,PE,False
35,51.4,1.1,13.2,0.38,0.65,16,68.8,8.62,19,36.8,-7.62,g58_18_0945,mtm_12_8,PE,False
35,51.4,1.1,13.2,0.38,0.65,16,68.8,8.62,19,36.8,-7.62,g60_18_0945,mtm_12_8,PE,False
46,47.8,1.09,15.0,0.33,0.64,24,58.3,5.2,22,36.4,-5.46,g62_x_0945,mtm_8_6,PE,False
46,47.8,1.09,15.0,0.33,0.64,24,58.3,5.2,22,36.4,-5.46,g65_x_0945,mtm_8_6,PE,False
39,53.8,1.1,12.0,0.31,0.64,20,60.0,1.12,19,47.4,0.32,g62_30_1000,trail_6_3,PE,False
39,53.8,1.1,12.0,0.31,0.64,20,60.0,1.12,19,47.4,0.32,g62_35_1000,trail_6_3,PE,False
39,53.8,1.1,12.0,0.31,0.64,20,60.0,1.12,19,47.4,0.32,g65_30_1000,trail_6_3,PE,False
39,53.8,1.1,12.0,0.31,0.64,20,60.0,1.12,19,47.4,0.32,g65_35_1000,trail_6_3,PE,False
46,43.5,1.1,20.9,0.46,0.62,24,37.5,0.47,22,50.0,0.75,g50_25_1000,mtm_20_10,PE,False
46,43.5,1.1,20.9,0.46,0.62,24,37.5,0.47,22,50.0,0.75,g50_28_1000,mtm_20_10,PE,False
55,49.1,1.09,20.6,0.38,0.62,29,58.6,4.5,26,38.5,-4.2,g50_x_0945,mtm_12_8,PE,False
35,60.0,1.1,12.2,0.35,0.62,16,75.0,7.97,19,47.4,-5.46,g58_18_0945,trail_10_4,PE,False
35,60.0,1.1,12.2,0.35,0.62,16,75.0,7.97,19,47.4,-5.46,g60_18_0945,trail_10_4,PE,False
51,51.0,1.09,17.6,0.35,0.61,26,46.2,0.74,25,56.0,0.47,g60_x_1015,mtm_12_8,PE,False
46,56.5,1.09,15.1,0.33,0.6,22,50.0,-0.49,24,62.5,1.47,g60_25_1015,trail_8_4,PE,False
46,56.5,1.09,15.1,0.33,0.6,22,50.0,-0.49,24,62.5,1.47,g60_28_1015,trail_8_4,PE,False
40,52.5,1.1,14.3,0.36,0.59,20,55.0,2.6,20,50.0,-0.67,g55_22_1000,trail_10_4,PE,False
34,50.0,1.09,11.8,0.35,0.59,16,68.8,8.62,18,33.3,-8.1,g62_18_0945,mtm_12_8,PE,False
34,50.0,1.09,11.8,0.35,0.59,16,68.8,8.62,18,33.3,-8.1,g65_18_0945,mtm_12_8,PE,False
50,50.0,1.09,17.0,0.34,0.59,26,46.2,0.74,24,54.2,0.43,g62_x_1015,mtm_12_8,PE,False
50,50.0,1.09,17.0,0.34,0.59,26,46.2,0.74,24,54.2,0.43,g65_x_1015,mtm_12_8,PE,False
43,48.8,1.08,12.8,0.3,0.59,21,61.9,6.39,22,36.4,-6.6,g58_30_0945,mtm_8_6,PE,False
43,48.8,1.08,12.8,0.3,0.59,21,61.9,6.39,22,36.4,-6.6,g58_35_0945,mtm_8_6,PE,False
43,48.8,1.08,12.8,0.3,0.59,21,61.9,6.39,22,36.4,-6.6,g60_30_0945,mtm_8_6,PE,False
43,48.8,1.08,12.8,0.3,0.59,21,61.9,6.39,22,36.4,-6.6,g60_35_0945,mtm_8_6,PE,False
40,55.0,1.09,14.3,0.36,0.58,20,60.0,2.19,20,50.0,-0.49,g58_30_1000,trail_10_4,PE,False
40,55.0,1.09,14.3,0.36,0.58,20,60.0,2.19,20,50.0,-0.49,g58_35_1000,trail_10_4,PE,False
40,55.0,1.09,14.3,0.36,0.58,20,60.0,2.19,20,50.0,-0.49,g60_30_1000,trail_10_4,PE,False
40,55.0,1.09,14.3,0.36,0.58,20,60.0,2.19,20,50.0,-0.49,g60_35_1000,trail_10_4,PE,False
45,55.6,1.09,14.5,0.32,0.58,22,50.0,-0.49,23,60.9,1.46,g62_25_1015,trail_8_4,PE,False
45,55.6,1.09,14.5,0.32,0.58,22,50.0,-0.49,23,60.9,1.46,g62_28_1015,trail_8_4,PE,False
45,55.6,1.09,14.5,0.32,0.58,22,50.0,-0.49,23,60.9,1.46,g65_25_1015,trail_8_4,PE,False
45,55.6,1.09,14.5,0.32,0.58,22,50.0,-0.49,23,60.9,1.46,g65_28_1015,trail_8_4,PE,False
43,58.1,1.09,13.5,0.31,0.57,21,52.4,-1.16,22,63.6,1.72,g60_22_1015,trail_8_5,PE,False
34,58.8,1.08,10.7,0.32,0.56,16,75.0,7.97,18,44.4,-5.8,g62_18_0945,trail_10_4,PE,False
34,58.8,1.08,10.7,0.32,0.56,16,75.0,7.97,18,44.4,-5.8,g65_18_0945,trail_10_4,PE,False
39,53.8,1.09,10.6,0.27,0.56,19,57.9,0.74,20,50.0,0.46,g58_25_1000,trail_6_3,PE,False
39,53.8,1.09,10.6,0.27,0.56,19,57.9,0.74,20,50.0,0.46,g58_28_1000,trail_6_3,PE,False
39,53.8,1.09,10.6,0.27,0.56,19,57.9,0.74,20,50.0,0.46,g60_25_1000,trail_6_3,PE,False
39,53.8,1.09,10.6,0.27,0.56,19,57.9,0.74,20,50.0,0.46,g60_28_1000,trail_6_3,PE,False
42,57.1,1.09,12.9,0.31,0.55,21,52.4,-1.16,21,61.9,1.72,g62_22_1015,trail_8_5,PE,False
42,57.1,1.09,12.9,0.31,0.55,21,52.4,-1.16,21,61.9,1.72,g65_22_1015,trail_8_5,PE,False
48,50.0,1.08,15.3,0.32,0.54,24,41.7,-0.02,24,58.3,1.08,g58_25_1015,mtm_12_8,PE,False
48,50.0,1.08,15.3,0.32,0.54,24,41.7,-0.02,24,58.3,1.08,g58_28_1015,mtm_12_8,PE,False
42,47.6,1.08,11.4,0.27,0.53,21,61.9,6.39,21,33.3,-6.99,g62_30_0945,mtm_8_6,PE,False
42,47.6,1.08,11.4,0.27,0.53,21,61.9,6.39,21,33.3,-6.99,g62_35_0945,mtm_8_6,PE,False
42,47.6,1.08,11.4,0.27,0.53,21,61.9,6.39,21,33.3,-6.99,g65_30_0945,mtm_8_6,PE,False
42,47.6,1.08,11.4,0.27,0.53,21,61.9,6.39,21,33.3,-6.99,g65_35_0945,mtm_8_6,PE,False
49,46.9,1.08,16.1,0.33,0.52,25,36.0,-0.84,24,58.3,1.79,g55_22_1015,mtm_16_8,PE,False
39,53.8,1.08,12.6,0.32,0.52,20,60.0,2.19,19,47.4,-0.62,g62_30_1000,trail_10_4,PE,False
39,53.8,1.08,12.6,0.32,0.52,20,60.0,2.19,19,47.4,-0.62,g62_35_1000,trail_10_4,PE,False
39,53.8,1.08,12.6,0.32,0.52,20,60.0,2.19,19,47.4,-0.62,g65_30_1000,trail_10_4,PE,False
39,53.8,1.08,12.6,0.32,0.52,20,60.0,2.19,19,47.4,-0.62,g65_35_1000,trail_10_4,PE,False
50,54.0,1.08,15.2,0.3,0.52,27,55.6,1.4,23,52.2,-0.12,g50_x_1000,trail_10_4,PE,False
40,60.0,1.08,11.2,0.28,0.52,19,57.9,0.35,21,61.9,0.63,g60_18_1015,trail_8_5,PE,False
47,48.9,1.07,11.7,0.25,0.51,24,62.5,6.27,23,34.8,-7.39,g50_22_0945,mtm_8_6,PE,False
39,59.0,1.08,10.6,0.27,0.5,19,57.9,0.35,20,60.0,0.6,g62_18_1015,trail_8_5,PE,False
39,59.0,1.08,10.6,0.27,0.5,19,57.9,0.35,20,60.0,0.6,g65_18_1015,trail_8_5,PE,False
40,55.0,1.08,9.0,0.22,0.49,20,60.0,1.32,20,50.0,-0.09,g55_22_1000,trail_6_3,PE,False
39,53.8,1.08,11.6,0.3,0.48,19,57.9,1.97,20,50.0,-0.49,g58_25_1000,trail_10_4,PE,False
39,53.8,1.08,11.6,0.3,0.48,19,57.9,1.97,20,50.0,-0.49,g58_28_1000,trail_10_4,PE,False
39,53.8,1.08,11.6,0.3,0.48,19,57.9,1.97,20,50.0,-0.49,g60_25_1000,trail_10_4,PE,False
39,53.8,1.08,11.6,0.3,0.48,19,57.9,1.97,20,50.0,-0.49,g60_28_1000,trail_10_4,PE,False
38,52.6,1.07,9.0,0.24,0.48,19,57.9,0.74,19,47.4,0.32,g62_25_1000,trail_6_3,PE,False
38,52.6,1.07,9.0,0.24,0.48,19,57.9,0.74,19,47.4,0.32,g62_28_1000,trail_6_3,PE,False
38,52.6,1.07,9.0,0.24,0.48,19,57.9,0.74,19,47.4,0.32,g65_25_1000,trail_6_3,PE,False
38,52.6,1.07,9.0,0.24,0.48,19,57.9,0.74,19,47.4,0.32,g65_28_1000,trail_6_3,PE,False
40,50.0,1.07,10.7,0.27,0.47,19,63.2,6.71,21,38.1,-6.02,g55_18_0945,mtm_12_8,PE,False
49,57.1,1.07,12.4,0.25,0.47,25,52.0,-0.45,24,62.5,1.28,g55_22_1015,trail_8_4,PE,False
46,47.8,1.07,13.4,0.29,0.46,23,39.1,0.07,23,56.5,0.82,g55_18_1015,mtm_16_8,PE,False
51,56.9,1.07,12.0,0.24,0.45,27,51.9,-0.46,24,62.5,1.28,g50_22_1015,trail_8_4,PE,False
44,47.7,1.06,9.9,0.22,0.45,22,59.1,5.73,22,36.4,-6.72,g55_22_0945,mtm_8_6,PE,False
37,54.1,1.07,7.3,0.2,0.43,18,55.6,0.32,19,52.6,0.5,g55_18_1000,trail_6_3,PE,False
47,46.8,1.07,13.9,0.29,0.42,23,34.8,-1.09,24,58.3,1.59,g60_30_1015,mtm_20_10,PE,False
